Club Type,Club Brand,Club Model,Carry Distance,Total Distance,Ball Speed,Launch Angle,Launch Direction,Apex,Side Carry,Club Speed,Smash Factor,Descent Angle,Spin Rate,Spin Axis,Shot Type
d,TaylorMade,Qi10 Max,201.4,222.8,128.2,13.1,5.9,62.4,28.6,84.9,1.51,30.8,2462,6.3,Right
d,TaylorMade,Qi10 Max,176.9,198.8,116.7,14.7,0.3,55.2,-5.9,81.0,1.44,29.5,2335,-7.9,Straight
d,TaylorMade,Qi10 Max,159.3,172.2,108.4,21.3,1.0,92.8,6.9,80.4,1.35,46.7,4265,2.9,Straight
d,TaylorMade,Qi10 Max,178.6,197.4,117.0,14.6,-2.1,63.6,2.6,84.6,1.38,34.0,3004,7.5,Left
d,TaylorMade,Qi10 Max,151.2,173.7,105.9,15.6,6.7,45.8,9.4,78.8,1.34,27.6,2223,-12.4,Right
d,TaylorMade,Qi10 Max,188.2,214.9,127.7,10.1,0.9,44.1,6.6,84.8,1.51,24.3,2485,3.0,Straight
7i,Mizuno,JPX 923 Hot Metal HL,71.6,95.9,71.5,18.2,4.9,20.1,11.2,69.3,1.03,22.6,1193,36.7,Right
7i,Mizuno,JPX 923 Hot Metal HL,57.4,66.5,60.5,23.4,18.0,22.7,25.2,70.0,0.86,31.1,5870,48.7,Right
7i,Mizuno,JPX 923 Hot Metal HL,49.7,65.8,67.6,13.4,19.0,10.5,22.3,71.6,0.94,17.9,7752,56.9,Right
7i,Mizuno,JPX 923 Hot Metal HL,119.6,131.4,92.0,17.2,1.5,48.2,9.8,70.0,1.31,35.9,5611,8.7,Right
7i,Mizuno,JPX 923 Hot Metal HL,44.3,58.4,53.9,18.1,-4.9,12.7,-5.1,68.4,0.79,23.2,5142,-13.8,Left
7i,Mizuno,JPX 923 Hot Metal HL,24.8,53.4,66.6,6.5,15.2,2.3,8.2,66.4,1.00,7.4,5522,71.3,Right
7i,Mizuno,JPX 923 Hot Metal HL,69.8,86.9,70.0,14.9,-10.9,18.4,-13.4,65.3,1.07,22.9,4969,-1.3,Left
7i,Mizuno,JPX 923 Hot Metal HL,74.5,88.8,66.4,22.4,-1.7,29.3,-0.2,66.4,1.00,31.1,3001,6.8,Left
7i,Mizuno,JPX 923 Hot Metal HL,36.8,82.7,82.3,4.0,4.6,2.2,5.6,70.1,1.17,5.1,4659,45.6,Right
7i,Mizuno,JPX 923 Hot Metal HL,62.3,74.1,67.6,17.5,17.6,18.6,26.9,66.2,1.02,25.2,7182,43.0,Right
7i,Mizuno,JPX 923 Hot Metal HL,93.7,109.0,79.3,17.7,1.7,32.2,11.3,66.3,1.20,29.8,4406,19.0,Right
7i,Mizuno,JPX 923 Hot Metal HL,48.8,59.2,55.6,19.1,-7.4,15.3,-6.2,64.2,0.87,25.4,7697,-0.7,Left
7i,Mizuno,JPX 923 Hot Metal HL,110.3,121.6,87.9,17.8,3.3,43.4,17.3,70.3,1.25,34.8,5722,16.9,Right
7i,Mizuno,JPX 923 Hot Metal HL,112.1,125.5,86.6,18.6,0.6,45.2,-0.6,70.4,1.23,34.9,4692,-3.2,Straight
7i,Mizuno,JPX 923 Hot Metal HL,108.8,121.7,85.0,18.7,-2.5,43.4,-6.8,70.9,1.20,34.5,4709,-3.6,Left
7i,Mizuno,JPX 923 Hot Metal HL,124.6,139.9,94.9,14.9,-4.9,42.0,-20.0,66.9,1.42,31.5,4460,-13.1,Left
7i,Mizuno,JPX 923 Hot Metal HL,128.7,139.6,95.0,20.0,-0.4,63.4,-4.2,70.7,1.34,41.4,5347,-4.1,Straight
7i,Mizuno,JPX 923 Hot Metal HL,59.4,86.9,68.5,16.6,-1.3,14.6,-5.2,69.1,0.99,19.6,982,-49.9,Straight
7i,Mizuno,JPX 923 Hot Metal HL,100.6,112.0,82.3,19.7,3.0,41.2,16.7,69.0,1.19,34.9,5397,21.4,Right
7i,Mizuno,JPX 923 Hot Metal HL,49.2,81.5,66.9,15.2,-1.0,10.7,-3.8,70.0,0.96,17.2,746,-72.6,Straight
7i,Mizuno,JPX 923 Hot Metal HL,100.1,117.5,86.6,12.1,-4.8,24.9,-8.5,69.5,1.25,23.6,4677,-0.9,Left
7i,Mizuno,JPX 923 Hot Metal HL,94.2,112.2,77.5,19.0,-2.5,32.3,-3.8,72.3,1.07,28.7,2824,0.1,Left
7i,Mizuno,JPX 923 Hot Metal HL,122.7,133.6,93.1,18.2,2.0,53.9,10.0,71.9,1.29,38.3,5844,6.9,Right
7i,Mizuno,JPX 923 Hot Metal HL,97.9,114.2,83.0,14.7,1.5,29.2,2.1,70.7,1.17,27.2,4861,-1.3,Right
7i,Mizuno,JPX 923 Hot Metal HL,101.7,111.2,83.6,19.6,10.6,43.3,29.8,70.7,1.18,36.4,6963,20.0,Right
7i,Mizuno,JPX 923 Hot Metal HL,119.6,133.2,92.4,16.1,2.8,44.4,12.4,70.3,1.31,33.8,5200,8.7,Right
7i,Mizuno,JPX 923 Hot Metal HL,128.6,140.2,95.1,19.1,4.5,59.1,18.6,73.2,1.30,39.5,5018,9.9,Right
7i,Mizuno,JPX 923 Hot Metal HL,87.0,104.8,84.5,11.0,0.7,18.5,10.0,71.5,1.18,20.2,5479,23.5,Straight
7i,Mizuno,JPX 923 Hot Metal HL,113.4,123.5,89.3,19.2,5.9,49.8,24.8,71.5,1.25,37.9,6320,18.9,Right
7i,Mizuno,JPX 923 Hot Metal HL,99.1,109.6,83.2,17.4,0.6,36.3,11.2,67.7,1.23,32.4,6493,19.0,Straight
7i,Mizuno,JPX 923 Hot Metal HL,116.5,128.2,90.0,18.5,3.8,49.0,17.1,70.5,1.28,36.6,5294,13.1,Right
7i,Mizuno,JPX 923 Hot Metal HL,69.2,87.2,65.3,21.0,0.9,23.6,1.7,71.5,0.91,26.9,1728,3.0,Straight
7i,Mizuno,JPX 923 Hot Metal HL,110.5,122.1,87.3,18.6,2.2,44.9,15.7,71.4,1.22,35.4,5210,17.9,Right
3w,Callaway,Paradym Jailbreak AI,119.3,132.6,89.4,18.9,-6.9,49.7,-19.2,75.0,1.19,36.0,4256,-7.4,Left
3w,Callaway,Paradym Jailbreak AI,136.3,162.6,109.2,6.9,-2.3,25.8,1.5,78.3,1.39,21.1,4456,8.0,Left
3w,Callaway,Paradym Jailbreak AI,125.0,139.2,91.8,18.4,-4.3,50.7,-5.1,77.7,1.18,35.3,3929,5.4,Left
3w,Callaway,Paradym Jailbreak AI,129.8,151.5,95.9,16.3,-0.4,40.0,-7.9,81.6,1.18,27.5,2449,-12.9,Straight
3w,Callaway,Paradym Jailbreak AI,159.6,177.5,108.4,15.1,-2.2,56.0,-9.7,81.0,1.34,32.9,3167,-4.1,Left
3w,Callaway,Paradym Jailbreak AI,50.2,64.9,83.9,6.8,3.5,5.6,9.2,81.1,1.03,10.2,12911,53.4,Right
3w,Callaway,Paradym Jailbreak AI,126.9,175.6,115.3,3.5,-4.5,13.3,-19.2,81.8,1.41,12.6,4075,-14.9,Left
3w,Callaway,Paradym Jailbreak AI,56.4,70.3,86.2,7.4,-4.9,7.1,2.9,79.1,1.09,11.6,12616,53.0,Left
3w,Callaway,Paradym Jailbreak AI,97.4,153.1,109.3,2.5,3.5,7.5,17.7,80.8,1.35,9.3,5916,27.1,Right
3w,Callaway,Paradym Jailbreak AI,126.7,148.7,102.2,9.0,6.5,25.8,11.5,77.5,1.32,21.0,3782,-4.7,Right
3w,Callaway,Paradym Jailbreak AI,138.9,161.3,105.1,12.2,-0.9,33.8,-12.7,80.8,1.30,23.3,2698,-16.6,Straight
3w,Callaway,Paradym Jailbreak AI,167.2,183.6,119.5,9.3,2.8,49.0,-4.5,84.5,1.41,31.5,4753,-10.3,Right
4h,Custom,Custom,130.0,140.9,95.3,21.3,5.1,68.7,9.6,77.8,1.23,43.1,5216,-2.5,Right
4h,Custom,Custom,146.9,160.2,106.4,14.6,5.3,59.4,17.9,78.9,1.35,37.9,5433,3.6,Right
4h,Custom,Custom,76.3,97.4,91.5,6.0,5.7,9.6,-0.6,77.4,1.18,13.1,10387,-28.5,Right
4h,Custom,Custom,105.7,114.3,82.9,25.6,6.9,61.5,20.3,79.2,1.05,44.2,6063,11.9,Right
4h,Custom,Custom,146.1,160.3,105.7,13.6,-3.6,53.3,-10.7,74.3,1.42,35.1,4961,-1.9,Left
4h,Custom,Custom,88.2,98.6,72.0,26.9,10.0,48.1,16.8,76.5,0.94,40.9,4168,3.1,Right
4h,Custom,Custom,137.2,147.0,101.4,20.2,-9.8,72.2,-41.3,78.7,1.29,44.0,5722,-18.9,Left
4h,Custom,Custom,145.0,158.8,108.6,11.8,-1.9,49.7,6.7,78.1,1.39,34.3,6123,10.6,Left
4h,Custom,Custom,116.8,128.1,86.9,25.4,5.1,68.4,14.8,78.1,1.11,44.6,4461,5.8,Right
d,TaylorMade,Qi10 Max,122.1,145.3,99.1,10.2,5.0,25.4,11.0,69.0,1.44,20.5,,,Right
d,TaylorMade,Qi10 Max,109.3,131.5,90.8,12.2,3.8,25.7,7.5,64.0,1.42,22.1,,,Right
d,TaylorMade,Qi10 Max,137.9,156.6,98.9,16.1,5.2,52.8,12.9,74.0,1.34,34.9,,,Right
d,TaylorMade,Qi10 Max,119.8,160.2,109.8,5.4,-2.1,14.0,-4.0,74.0,1.48,12.3,,,Left
d,TaylorMade,Qi10 Max,157.7,187.3,115.3,8.8,7.1,34.5,19.8,80.1,1.44,23.3,,,Right
d,TaylorMade,Qi10 Max,145.1,172.3,110.5,9.0,1.5,29.6,4.3,76.2,1.45,21.2,,,Right
d,TaylorMade,Qi10 Max,128.5,161.0,108.6,7.0,-0.0,19.4,0.3,73.5,1.48,15.8,,,Straight
d,TaylorMade,Qi10 Max,129.6,159.3,106.2,8.3,1.3,22.6,3.3,71.8,1.48,17.9,,,Straight
d,TaylorMade,Qi10 Max,113.3,137.2,92.8,11.6,15.1,26.8,29.8,65.5,1.42,22.8,,,Right
d,TaylorMade,Qi10 Max,115.3,136.1,90.8,14.1,2.2,32.7,4.7,65.4,1.39,26.3,,,Right
d,TaylorMade,Qi10 Max,128.0,145.7,93.4,18.6,8.8,55.2,19.9,69.7,1.34,37.5,,,Right
d,TaylorMade,Qi10 Max,104.6,134.6,96.5,7.4,2.2,15.9,4.3,65.3,1.48,15.4,,,Right
d,TaylorMade,Qi10 Max,110.6,135.0,92.3,11.1,1.9,25.4,3.9,65.8,1.4,22.2,,,Right
d,TaylorMade,Qi10 Max,110.0,129.7,86.9,16.5,14.0,39.1,26.8,64.1,1.35,31.9,,,Right
d,TaylorMade,Qi10 Max,117.7,143.6,95.8,10.7,4.4,26.6,9.4,65.7,1.46,22.3,,,Right
d,TaylorMade,Qi10 Max,136.2,158.4,101.9,11.7,11.2,38.7,26.9,72.8,1.4,28.3,,,Right
d,TaylorMade,Qi10 Max,121.6,151.5,102.4,7.8,6.9,21.1,14.8,69.5,1.47,18.1,,,Right
d,TaylorMade,Qi10 Max,114.9,153.2,107.4,4.8,3.8,12.7,7.9,72.2,1.49,12.2,,,Right
d,TaylorMade,Qi10 Max,136.7,159.0,102.3,11.7,5.7,37.2,13.9,71.1,1.44,27.0,,,Right
d,TaylorMade,Qi10 Max,104.1,140.9,99.6,5.8,6.1,13.1,11.3,72.2,1.38,13.3,,,Right
d,TaylorMade,Qi10 Max,108.8,129.1,86.8,15.4,6.6,34.8,12.7,60.6,1.43,29.1,,,Right
d,TaylorMade,Qi10 Max,127.5,150.2,98.7,11.5,4.4,32.7,10.1,68.8,1.43,25.3,,,Right
d,TaylorMade,Qi10 Max,132.8,156.0,102.7,10.3,3.6,30.6,8.7,69.9,1.47,23.3,,,Right
d,TaylorMade,Qi10 Max,137.4,167.3,109.7,7.5,-1.6,24.2,-3.5,74.8,1.47,18.9,,,Left
d,TaylorMade,Qi10 Max,145.0,161.6,102.7,19.6,5.8,74.6,15.0,74.8,1.37,43.3,,,Right
d,TaylorMade,Qi10 Max,142.6,165.9,107.4,9.8,1.7,32.7,4.6,73.6,1.46,23.6,,,Right
d,TaylorMade,Qi10 Max,117.7,159.1,112.2,3.6,-2.4,10.9,-4.6,76.9,1.46,10.5,,,Left
d,TaylorMade,Qi10 Max,166.4,186.9,113.1,13.0,5.9,53.4,17.6,75.8,1.49,31.5,,,Right
d,TaylorMade,Qi10 Max,133.4,153.0,96.9,16.6,1.2,52.6,3.0,68.7,1.41,35.6,,,Straight
d,TaylorMade,Qi10 Max,138.6,155.3,99.3,18.7,4.4,64.9,11.1,72.5,1.37,40.4,,,Right
d,TaylorMade,Qi10 Max,137.9,167.6,110.1,7.5,4.2,24.0,10.4,73.1,1.51,18.5,,,Right
d,TaylorMade,Qi10 Max,136.7,155.5,99.3,15.1,7.8,49.6,18.8,69.2,1.43,33.8,,,Right
d,TaylorMade,Qi10 Max,136.9,151.1,99.2,25.2,4.8,91.6,11.7,76.9,1.29,49.3,,,Right
d,TaylorMade,Qi10 Max,140.9,163.3,104.7,11.2,4.8,35.8,12.1,70.3,1.49,25.4,,,Right
d,TaylorMade,Qi10 Max,148.7,183.2,117.5,6.1,4.1,23.2,10.9,79.6,1.48,17.4,,,Right
d,TaylorMade,Qi10 Max,175.4,203.0,122.6,8.8,3.4,40.7,11.0,84.5,1.45,25.1,,,Right
d,TaylorMade,Qi10 Max,148.8,170.0,114.0,9.0,5.6,36.4,36.1,79.0,1.44,26.5,4567,22.2,Right
d,TaylorMade,Qi10 Max,27.5,128.1,114.6,1.6,-3.9,0.6,-2.5,77.4,1.48,1.8,1799,-51.8,Left
d,TaylorMade,Qi10 Max,137.3,168.0,113.1,7.1,4.1,21.1,14.8,76.8,1.47,16.0,2874,7.5,Right
d,TaylorMade,Qi10 Max,42.7,116.8,101.2,2.9,-0.8,1.8,-0.2,70.7,1.43,3.5,1513,8.2,Straight
d,TaylorMade,Qi10 Max,48.3,59.0,53.3,22.2,17.7,17.7,14.3,75.1,0.71,28.7,5223,-4.1,Right
d,TaylorMade,Qi10 Max,45.8,59.6,52.5,21.0,10.7,15.3,8.3,71.8,0.73,26.1,3236,-3.6,Right
d,TaylorMade,Qi10 Max,51.8,68.1,56.1,20.6,0.3,17.1,0.3,77.9,0.72,26.0,2900,-1.3,Straight
d,TaylorMade,Qi10 Max,49.9,64.8,54.3,21.9,10.3,17.5,9.0,73.5,0.74,27.2,2718,-0.6,Right
d,TaylorMade,Qi10 Max,61.1,79.0,67.6,13.2,-3.3,13.7,-2.8,72.4,0.93,19.6,5608,3.1,Left
d,TaylorMade,Qi10 Max,50.1,61.6,52.7,25.0,0.3,20.9,0.8,68.5,0.77,31.5,3619,3.3,Straight
d,TaylorMade,Qi10 Max,105.4,145.7,100.3,11.4,6.8,18.7,11.0,75.7,1.33,15.0,970,-8.7,Right
d,TaylorMade,Qi10 Max,5.4,110.3,110.2,0.2,-5.8,0.0,-0.5,75.7,1.46,0.2,1608,-16.5,Left
d,TaylorMade,Qi10 Max,42.5,117.4,109.5,3.1,-6.7,1.8,-6.1,72.9,1.50,3.6,1187,-44.2,Left
d,TaylorMade,Qi10 Max,42.8,121.3,108.5,2.4,-6.1,1.5,-5.7,73.5,1.48,2.9,1707,-31.6,Left
d,TaylorMade,Qi10 Max,63.1,85.7,72.5,10.5,7.0,11.2,5.6,75.1,0.97,15.9,4608,-11.2,Right
d,TaylorMade,Qi10 Max,64.2,96.7,86.1,4.1,-0.3,5.4,-0.4,76.2,1.13,8.7,8363,-1.3,Straight
d,TaylorMade,Qi10 Max,161.3,186.6,117.8,9.0,0.2,34.4,10.5,80.7,1.46,22.6,3060,10.6,Straight
5i,Mizuno,JPX 923 Hot Metal HL,115.8,133.6,93.4,11.7,-7.4,29.7,-14.8,67.9,1.38,25.0,4249,-0.3,Left
5i,Mizuno,JPX 923 Hot Metal HL,131.7,147.6,99.4,12.9,-4.4,40.0,-1.3,72.3,1.37,29.5,4325,10.4,Left
5i,Mizuno,JPX 923 Hot Metal HL,45.2,61.4,68.4,8.6,-9.6,6.4,-4.9,72.3,0.95,12.5,13008,24.5,Left
5i,Mizuno,JPX 923 Hot Metal HL,135.9,150.3,100.3,14.6,-5.3,48.4,-3.1,72.3,1.39,33.5,4662,10.2,Left
5i,Mizuno,JPX 923 Hot Metal HL,86.6,110.3,86.3,8.8,-8.0,14.2,-8.7,67.8,1.27,15.8,3953,9.6,Left
5i,Mizuno,JPX 923 Hot Metal HL,112.7,133.0,91.9,12.6,-3.6,27.7,-2.4,71.1,1.29,23.1,3255,8.7,Left
5i,Mizuno,JPX 923 Hot Metal HL,125.5,141.9,94.7,15.2,-4.3,40.9,0.3,73.9,1.28,30.0,3732,13.6,Left
5i,Mizuno,JPX 923 Hot Metal HL,67.4,96.1,76.4,12.7,-4.4,13.0,-1.2,68.4,1.12,16.0,1609,30.1,Left
5i,Mizuno,JPX 923 Hot Metal HL,95.1,123.0,94.4,6.5,-8.2,12.5,-11.9,71.7,1.32,13.3,3854,3.9,Left
5i,Mizuno,JPX 923 Hot Metal HL,78.6,108.1,80.5,12.7,-8.1,15.5,-10.0,71.7,1.12,16.6,1570,4.6,Left
5i,Mizuno,JPX 923 Hot Metal HL,122.4,142.5,100.3,9.1,-6.9,26.8,-8.1,75.0,1.34,22.8,4677,9.2,Left
5i,Mizuno,JPX 923 Hot Metal HL,36.5,62.7,84.4,3.5,-7.2,2.0,-7.2,71.7,1.18,5.0,12771,-44.8,Left
5i,Mizuno,JPX 923 Hot Metal HL,90.2,113.2,89.6,8.6,-3.1,15.4,3.5,68.9,1.30,17.0,5066,21.2,Left
5i,Mizuno,JPX 923 Hot Metal HL,91.9,108.7,80.9,16.4,-4.0,27.0,4.5,68.9,1.17,25.5,3331,30.1,Left
5i,Mizuno,JPX 923 Hot Metal HL,113.2,133.4,94.0,10.9,-5.7,25.3,-7.0,68.9,1.36,21.7,3642,7.4,Left
5i,Mizuno,JPX 923 Hot Metal HL,67.1,89.2,74.4,13.8,-1.0,14.5,5.5,67.2,1.11,18.2,2570,40.8,Straight
5i,Mizuno,JPX 923 Hot Metal HL,72.4,92.1,80.9,10.0,-0.9,13.0,7.3,67.7,1.19,16.7,6072,32.5,Straight
5i,Mizuno,JPX 923 Hot Metal HL,114.3,130.7,92.4,13.6,-1.1,32.1,10.3,68.8,1.34,26.4,4010,20.8,Straight
5i,Mizuno,JPX 923 Hot Metal HL,85.0,116.0,83.3,13.2,-3.9,17.5,-2.8,71.0,1.17,17.4,1493,14.2,Left
5i,Mizuno,JPX 923 Hot Metal HL,59.0,96.0,75.3,14.0,-1.4,11.8,2.5,72.7,1.04,16.0,740,66.3,Straight
5i,Mizuno,JPX 923 Hot Metal HL,138.1,152.1,101.3,15.3,-1.3,52.6,9.0,72.7,1.39,35.4,4815,12.8,Straight
5i,Mizuno,JPX 923 Hot Metal HL,73.7,111.7,80.4,12.6,-5.4,13.8,-8.2,69.9,1.15,15.4,978,-11.4,Left
5i,Mizuno,JPX 923 Hot Metal HL,85.0,108.0,82.1,13.1,-6.4,17.9,-6.1,69.9,1.17,18.1,2005,14.4,Left
7i,Mizuno,JPX 923 Hot Metal HL,93.9,115.7,81.5,15.9,-8.6,25.6,-19.5,69.4,1.18,23.4,2361,-18.3,Left
7i,Mizuno,JPX 923 Hot Metal HL,49.6,81.9,66.2,15.3,-6.4,10.9,-8.0,66.0,1.00,17.2,491,-64.9,Left
7i,Mizuno,JPX 923 Hot Metal HL,121.5,130.6,93.1,20.6,0.6,60.8,15.1,72.1,1.29,41.7,6580,16.8,Straight
7i,Mizuno,JPX 923 Hot Metal HL,125.2,138.3,93.0,18.1,-4.7,52.5,-6.9,70.5,1.32,36.8,4712,4.0,Left
7i,Mizuno,JPX 923 Hot Metal HL,108.2,120.9,88.4,14.4,-5.3,34.5,-12.2,70.5,1.25,29.7,5755,-4.1,Left
7i,Mizuno,JPX 923 Hot Metal HL,122.8,132.3,93.4,20.0,-2.4,59.9,6.0,71.6,1.30,41.1,6358,13.2,Left
7i,Mizuno,JPX 923 Hot Metal HL,113.1,123.4,89.1,18.5,0.9,47.7,13.9,69.9,1.28,36.7,6129,17.5,Straight
7i,Mizuno,JPX 923 Hot Metal HL,116.4,131.3,91.0,15.0,-3.1,38.7,-1.7,66.6,1.37,30.7,4741,6.6,Left
